source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
G0112;Windshift;group;uses;T1412;Capture SMS Messages;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included SMS message exfiltration in the malicious apps deployed as part of Operation BULL and Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1533;Data from Local System;technique;[Windshift](https://attack.mitre.org/groups/G0112) has exfiltrated local account data and calendar information as part of Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Windshift](https://attack.mitre.org/groups/G0112) has distributed malicious apps via the Google Play Store and Apple App Store.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1476;Deliver Malicious App via Other Means;technique;[Windshift](https://attack.mitre.org/groups/G0112) has distributed malicious apps via their own websites during Operation BULL.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1407;Download New Code at Runtime;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included malware functionality capable of downloading new DEX files at runtime during Operation BULL.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1523;Evade Analysis Environment;technique;[Windshift](https://attack.mitre.org/groups/G0112) has deployed anti-analysis capabilities during their Operation BULL campaign.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1420;File and Directory Discovery;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included file enumeration in the malicious apps deployed as part of Operation BULL and Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1581;Geofencing;technique;[Windshift](https://attack.mitre.org/groups/G0112) has region-locked their malicious applications during their Operation BULL campaign.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1417;Input Capture;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included keylogging capabilities as part of Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1478;Install Insecure or Malicious Configuration;technique;[Windshift](https://attack.mitre.org/groups/G0112) has installed malicious MDM profiles on iOS devices as part of Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1430;Location Tracking;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included location tracking capabilities in the malicious apps deployed as part of Operation BULL and Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1406;Obfuscated Files or Information;technique;[Windshift](https://attack.mitre.org/groups/G0112) has encrypted application strings using AES in ECB mode and Blowfish, and stored strings encoded in hex during Operation BULL. Further, in Operation BULL, encryption keys were stored within the application’s launcher icon file.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1521;Standard Cryptographic Protocol;technique;[Windshift](https://attack.mitre.org/groups/G0112) has encrypted C2 communications using AES in CBC mode during Operation BULL and Operation ROCK.(Citation: Blackberry Bahamut)
G0112;Windshift;group;uses;T1426;System Information Discovery;technique;[Windshift](https://attack.mitre.org/groups/G0112) has included system information enumeration in the malicious apps deployed as part of Operation BULL and Operation ROCK.(Citation: Blackberry Bahamut)
S0310;ANDROIDOS_ANSERVER.A;software;uses;T1426;System Information Discovery;technique;[ANDROIDOS_ANSERVER.A](https://attack.mitre.org/software/S0310) gathers the device OS version, device build version, manufacturer, and model.(Citation: TrendMicro-Anserver2)
S0310;ANDROIDOS_ANSERVER.A;software;uses;T1422;System Network Configuration Discovery;technique;"
[ANDROIDOS_ANSERVER.A](https://attack.mitre.org/software/S0310) gathers the device IMEI and IMSI.(Citation: TrendMicro-Anserver2)"
S0310;ANDROIDOS_ANSERVER.A;software;uses;T1481;Web Service;technique;[ANDROIDOS_ANSERVER.A](https://attack.mitre.org/software/S0310) uses encrypted content within a blog site for part of its command and control. Specifically, the encrypted content contains URLs for other servers to be used for other aspects of command and control.(Citation: TrendMicro-Anserver)
S0309;Adups;software;uses;T1433;Access Call Log;technique;[Adups](https://attack.mitre.org/software/S0309) transmitted call logs.(Citation: NYTimes-BackDoor)
S0309;Adups;software;uses;T1432;Access Contact List;technique;[Adups](https://attack.mitre.org/software/S0309) transmitted contact lists.(Citation: NYTimes-BackDoor)
S0309;Adups;software;uses;T1412;Capture SMS Messages;technique;[Adups](https://attack.mitre.org/software/S0309) transmitted the full contents of text messages.(Citation: NYTimes-BackDoor)
S0309;Adups;software;uses;T1430;Location Tracking;technique;[Adups](https://attack.mitre.org/software/S0309) transmitted location information.(Citation: NYTimes-BackDoor)
S0309;Adups;software;uses;T1474;Supply Chain Compromise;technique;[Adups](https://attack.mitre.org/software/S0309) was pre-installed on Android devices from some vendors.(Citation: NYTimes-BackDoor)(Citation: BankInfoSecurity-BackDoor)
S0440;Agent Smith;software;uses;T1418;Application Discovery;technique;[Agent Smith](https://attack.mitre.org/software/S0440) obtains the device’s application list.(Citation: CheckPoint Agent Smith)
S0440;Agent Smith;software;uses;T1577;Compromise Application Executable;technique;[Agent Smith](https://attack.mitre.org/software/S0440) can inject fraudulent ad modules into existing applications on a device.(Citation: CheckPoint Agent Smith)
S0440;Agent Smith;software;uses;T1447;Delete Device Data;technique;[Agent Smith](https://attack.mitre.org/software/S0440) deletes infected applications’ update packages when they are detected on the system, preventing updates.(Citation: CheckPoint Agent Smith)
S0440;Agent Smith;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Agent Smith](https://attack.mitre.org/software/S0440) has been distributed through the 9apps app store.(Citation: CheckPoint Agent Smith) 
S0440;Agent Smith;software;uses;T1404;Exploit OS Vulnerability;technique;[Agent Smith](https://attack.mitre.org/software/S0440) exploits known OS vulnerabilities, including Janus, to replace legitimate applications with malicious versions.(Citation: CheckPoint Agent Smith)
