Competency ID;Competency;KSA ID;KSA
C027;Intelligence Analysis;A0071;Ability to apply language and cultural expertise to analysis.
C033;Network Management;K0143;Knowledge of front-end collection systems, including traffic collection, filtering, and selection.
C033;Network Management;K0564;Knowledge of the characteristics of targeted communication networks (e.g., capacity, functionality, paths, critical nodes).
C033;Network Management;S0184;Skill in analyzing traffic to identify network devices.
C033;Network Management;S0241;Skill in interpreting traceroute results, as they apply to network analysis and reconstruction. 
C035;Operations Support;K0413;Knowledge of cyber operation objectives, policies, and legalities. 
C035;Operations Support;K0416;Knowledge of cyber operations.
C035;Operations Support;K0499;Knowledge of operations security.
C035;Operations Support;S0290;Skill in using non-attributable networks.
C043;Requirements Analysis;K0407;Knowledge of customer information needs.
C045;Software Development;K0396;Knowledge of computer programming concepts, including computer languages, programming, testing, debugging, and file types. 
C051;Target Development;K0520;Knowledge of principles and practices related to target development such as target knowledge, associations, communication systems, and infrastructure.
C051;Target Development;K0539;Knowledge of target communication profiles and their key elements (e.g., target associations, activities, communication infrastructure).
C051;Target Development;K0540;Knowledge of target communication tools and techniques.
C051;Target Development;K0541;Knowledge of target cultural references, dialects, expressions, idioms, and abbreviations.
C051;Target Development;K0545;Knowledge of target language(s).
C051;Target Development;S0188;Skill in assessing a target's frame of reference (e.g., motivation, technical capability, organizational structure, sensitivities).
C051;Target Development;S0224;Skill in gisting target communications.
C051;Target Development;S0226;Skill in identifying a target's network characteristics. 
C051;Target Development;S0235;Skill in identifying non-target regional languages and dialects
C051;Target Development;S0251;Skill in prioritizing target language material.
C051;Target Development;S0253;Skill in providing analysis on target-related matters (e.g., language, cultural, communications).
C051;Target Development;S0259;Skill in recognizing denial and deception techniques of the target.
C051;Target Development;S0262;Skill in recognizing significant changes in a target’s communication patterns.
C051;Target Development;S0265;Skill in recognizing technical information that may be used for target development including intelligence development. 
C051;Target Development;S0283;Skill in transcribing target language communications.
C051;Target Development;S0284;Skill in translating target graphic and/or voice language materials.
C051;Target Development;A0103;Ability to review processed target language materials for accuracy and completeness.
C053;Technology Awareness;K0431;Knowledge of evolving/emerging communications technologies.
C053;Technology Awareness;K0476;Knowledge of language processing tools and techniques.
C054;Telecommunications;K0108;Knowledge of concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless).
C054;Telecommunications;K0599;Knowledge of the structure, architecture, and design of modern digital and telephony networks. 
C054;Telecommunications;K0600;Knowledge of the structure, architecture, and design of modern wireless communications systems.
C055;Threat Analysis;K0177;Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks).
C055;Threat Analysis;K0548;Knowledge of target or threat cyber actors and procedures.
C055;Threat Analysis;K0607;Knowledge of translation processes and techniques.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0574;Knowledge of the impact of language analysis on on-net operator functions.
C058;Web Technology;K0398;Knowledge of concepts related to websites (e.g., web servers/pages, hosting, DNS, registration, web languages such as HTML).
C047;Strategic Planning;S0216;Skill in evaluating available capabilities against desired effects to provide effective courses of action.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0351;Knowledge of applicable statutes, laws, regulations and policies governing cyber targeting and exploitation.
C030;Legal, Government, and Jurisprudence;K0478;Knowledge of legal considerations in targeting.
C037;Organizational Awareness;K0439;Knowledge of governing authorities for targeting.
C037;Organizational Awareness;K0598;Knowledge of the structure and intent of organization specific plans, guidance and authorizations.
C041;Process Control;S0296;Skill in utilizing feedback to improve processes, products, and services.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0379;Knowledge of client organizations, including information needs, objectives, structure, capabilities, etc.
C011;Critical Thinking;A0087;Ability to focus research efforts to meet the customer’s decision-making needs.
C011;Critical Thinking;A0101;Ability to recognize and mitigate cognitive biases which may affect analysis.
C011;Critical Thinking;A0106;Ability to think critically.
C011;Critical Thinking;A0085;Ability to exercise judgment when policies are not well-defined.
C028;Interpersonal Skills;A0088;Ability to function effectively in a dynamic, fast-paced environment.
C028;Interpersonal Skills;A0089;Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise.
C039;Presenting Effectively;S0249;Skill in preparing and presenting briefings.
C039;Presenting Effectively;S0297;Skill in utilizing virtual collaborative workspaces and/or tools (e.g., IWS, VTCs, chat rooms, SharePoint).
